0	abyssinian
1	affenpinscher
2	afghan_hound
3	african_hunting_dog
4	airedale
5	american_bulldog
6	american_pit_bull_terrier
7	american_staffordshire_terrier
8	appenzeller
9	australian_terrier
10	basenji
11	basset
12	basset_hound
13	beagle
14	bedlington_terrier
15	bengal
16	bernese_mountain_dog
17	birman
18	black_and_tan_coonhound
19	blenheim_spaniel
20	bloodhound
21	bluetick
22	bombay
23	border_collie
24	border_terrier
25	borzoi
26	boston_bull
27	bouvier_des_flandres
28	boxer
29	brabancon_griffon
30	briard
31	british_shorthair
32	brittany_spaniel
33	bull_mastiff
34	cairn
35	cardigan
36	chesapeake_bay_retriever
37	chihuahua
38	chow
39	clumber
40	cocker_spaniel
41	collie
42	curly_coated_retriever
43	dandie_dinmont
44	dhole
45	dingo
46	doberman
47	egyptian_mau
48	english_cocker_spaniel
49	english_foxhound
50	english_setter
51	english_springer
52	entlebucher
53	eskimo_dog
54	flat_coated_retriever
55	french_bulldog
56	german_shepherd
57	german_short_haired_pointer
58	german_shorthaired
59	giant_schnauzer
60	golden_retriever
61	gordon_setter
62	great_dane
63	great_pyrenees
64	greater_swiss_mountain_dog
65	groenendael
66	havanese
67	ibizan_hound
68	irish_setter
69	irish_terrier
70	irish_water_spaniel
71	irish_wolfhound
72	italian_greyhound
73	japanese_chin
74	japanese_spaniel
75	keeshond
76	kelpie
77	kerry_blue_terrier
78	komondor
79	kuvasz
80	labrador_retriever
81	lakeland_terrier
82	leonberg
83	leonberger
84	lhasa
85	maine_coon
86	malamute
87	malinois
88	maltese_dog
89	mexican_hairless
90	miniature_pinscher
91	miniature_poodle
92	miniature_schnauzer
93	newfoundland
94	norfolk_terrier
95	norwegian_elkhound
96	norwich_terrier
97	old_english_sheepdog
98	otterhound
99	papillon
100	pekinese
101	pembroke
102	persian
103	pomeranian
104	pug
105	ragdoll
106	redbone
107	rhodesian_ridgeback
108	rottweiler
109	russian_blue
110	saint_bernard
111	saluki
112	samoyed
113	schipperke
114	scotch_terrier
115	scottish_deerhound
116	scottish_terrier
117	sealyham_terrier
118	shetland_sheepdog
119	shiba_inu
120	shih_tzu
121	siamese
122	siberian_husky
123	silky_terrier
124	soft_coated_wheaten_terrier
125	sphynx
126	staffordshire_bull_terrier
127	staffordshire_bullterrier
128	standard_poodle
129	standard_schnauzer
130	sussex_spaniel
131	tibetan_mastiff
132	tibetan_terrier
133	toy_poodle
134	toy_terrier
135	vizsla
136	walker_hound
137	weimaraner
138	welsh_springer_spaniel
139	west_highland_white_terrier
140	wheaten_terrier
141	whippet
142	wire_haired_fox_terrier
143	yorkshire_terrier
